ENSG	GeneName	chr	GeneStart	GeneEnd	NCBI	HGNC	partition	omim
ENSG00000112893	MAN2A1	5	109689927	109869625	4124	HGNC:6824	7	
ENSG00000104518	GSDMD	8	143553207	143563062	79792	HGNC:25697	1	
ENSG00000196873	ZNG1C	9	68232003	68300035	445571	HGNC:18519	5	
ENSG00000054803	CBLN4	20	55997357	56005519	140689	HGNC:16231	10	
ENSG00000171360	KRT38	17	41436154	41440983	8687	HGNC:6456	5	
ENSG00000136930	PSMB7	9	124353465	124415444	5695	HGNC:9544	9	
ENSG00000023516	AKAP11	13	42272152	42323261	11215	HGNC:369	4	
ENSG00000204278	TMEM235	17	78231310	78240987	283999	HGNC:27563	9	
ENSG00000116198	CEP104	1	3812086	3857396	9731	HGNC:24866	5	mmdg
ENSG00000169627	BOLA2B	16	30192932	30194306	654483	HGNC:32479	9	
ENSG00000175595	ERCC4	16	13920138	13952348	2072	HGNC:3436	8	mmdg
ENSG00000182809	CRIP2	14	105472962	105480162	1397	HGNC:2361	2	
ENSG00000156876	SASS6	1	100083563	100132955	163786	HGNC:25403	1	mmdg
ENSG00000153815	CMIP	16	81444808	81711762	80790	HGNC:24319	2	
ENSG00000138587	MNS1	15	56421544	56465137	55329	HGNC:29636	1	mmdg
ENSG00000164256	PRDM9	5	23443586	23528093	56979	HGNC:13994	8	
ENSG00000089094	KDM2B	12	121429096	121581023	84678	HGNC:13610	8	
ENSG00000115318	LOXL3	2	74532258	74555690	84695	HGNC:13869	9	mmdg
ENSG00000174562	KLK15	19	50825289	50837213	55554	HGNC:20453	4	
ENSG00000109851	DBX1	11	20156155	20160475	120237	HGNC:33185	5	
ENSG00000164299	SPZ1	5	80319625	80321842	84654	HGNC:30721	6	
ENSG00000166211	SPIC	12	101475336	101486997	121599	HGNC:29549	6	
ENSG00000166145	SPINT1	15	40844018	40858207	6692	HGNC:11246	4	
ENSG00000178440	TIMM23B-AGAP6	10	49942056	50011654		HGNC:45009	2	
ENSG00000197165	SULT1A2	16	28591943	28597050	6799	HGNC:11454	2	
ENSG00000118412	CASP8AP2	6	89829894	89874436	9994	HGNC:1510	1	
ENSG00000136881	BAAT	9	101354182	101385400	570	HGNC:932	6	mmdg
ENSG00000130363	RSPH3	6	158972871	159000202	83861	HGNC:21054	4	mmdg
ENSG00000188163	CIMIP2A	9	137243584	137247770	401565	HGNC:33818	4	
ENSG00000127564	PKMYT1	16	2968024	2980479	9088	HGNC:29650	4	
ENSG00000186265	BTLA	3	112463966	112499472	151888	HGNC:21087	7	
ENSG00000162641	AKNAD1	1	108815898	108963484	254268	HGNC:28398	7	
ENSG00000169208	OR10G3	14	21568520	21580076	26533	HGNC:8171	1	
ENSG00000197548	ATG7	3	11272309	11557665	10533	HGNC:16935	4	mmdg
ENSG00000184719	RNLS	10	88273864	88584530	55328	HGNC:25641	4	
ENSG00000118600	RXYLT1	12	63779833	63809792	10329	HGNC:13530	10	mmdg
ENSG00000133706	LARS1	5	146110566	146182696	51520	HGNC:6512	9	mmdg
ENSG00000156639	ZFAND3	6	37819727	38154624	60685	HGNC:18019	2	
ENSG00000153443	UBALD1	16	4608883	4615027	124402	HGNC:29576	10	
ENSG00000186854	TRABD2A	2	84821650	84907008	129293	HGNC:27013	7	
ENSG00000151577	DRD3	3	114127580	114199407	1814	HGNC:3024	3	cmdg
ENSG00000100266	PACSIN2	22	42835412	43015149	11252	HGNC:8571	5	
ENSG00000205269	TMEM170B	6	11537749	11583524	100113407	HGNC:34244	9	
ENSG00000091704	CPA1	7	130380339	130388114	1357	HGNC:2296	1	
ENSG00000167858	TEKT1	17	6789133	6831761	83659	HGNC:15534	2	
ENSG00000122140	MRPS2	9	135499984	135504673	51116	HGNC:14495	3	mmdg
ENSG00000101191	DIDO1	20	62877738	62937952	11083	HGNC:2680	8	
ENSG00000090674	MCOLN1	19	7522624	7534009	57192	HGNC:13356	9	mmdg
ENSG00000117640	MTFR1L	1	25818640	25832942	56181	HGNC:28836	6	
ENSG00000137975	CLCA2	1	86424171	86456553	9635	HGNC:2016	2	
ENSG00000215717	TMEM167B	1	109090764	109096934	56900	HGNC:30187	9	
ENSG00000277075	H2AC8	6	26216921	26217437	3012	HGNC:4724	1	
ENSG00000286014	SPDYE15	7	75335343	75345396	105180391	HGNC:51511	7	
ENSG00000125965	GDF5	20	35433347	35454746	8200	HGNC:4220	6	cmdg, mmdg
ENSG00000124564	SLC17A3	6	25833066	25882286	10786	HGNC:10931	9	cmdg
ENSG00000122705	CLTA	9	36190856	36304781	1211	HGNC:2090	2	
ENSG00000122378	PRXL2A	10	80407829	80437115	84293	HGNC:28651	5	
ENSG00000146648	EGFR	7	55019017	55211628	1956	HGNC:3236	8	cmdg, mmdg
ENSG00000146963	LUC7L2	7	139340359	139423457	51631	HGNC:21608	8	
ENSG00000184384	MAML2	11	95976598	96343195	84441	HGNC:16259	10	mmdg
ENSG00000121957	GPSM2	1	108875350	108934545	29899	HGNC:29501	7	mmdg
ENSG00000120729	MYOT	5	137867858	137887851	9499	HGNC:12399	9	mmdg
ENSG00000131508	UBE2D2	5	139526431	139628434	7322	HGNC:12475	2	
ENSG00000112282	MED23	6	131573966	131628242	9439	HGNC:2372	4	mmdg
ENSG00000176225	RTTN	18	70003031	70205726	25914	HGNC:18654	1	mmdg
ENSG00000286140	DERPC	16	69118010	69132588	113455421	HGNC:54084	2	
ENSG00000230301	OR5H6	3	98263252	98265356	79295	HGNC:14767	5	
ENSG00000033100	CHPF2	7	151232483	151240979	54480	HGNC:29270	4	
ENSG00000214891	TRIM64C	11	49053714	49059112	646754	HGNC:37148	10	
ENSG00000162711	NLRP3	1	247416156	247449108	114548	HGNC:16400	1	mmdg
ENSG00000160233	LRRC3	21	44455510	44462196	81543	HGNC:14965	8	
ENSG00000215612	HMX1	4	8846076	8871839	3166	HGNC:5017	4	mmdg
ENSG00000136111	TBC1D4	13	75283503	75482169	9882	HGNC:19165	10	cmdg
ENSG00000196266	OR10J3	1	159313720	159314659		HGNC:14992	10	
ENSG00000107485	GATA3	10	8045378	8075198	2625	HGNC:4172	8	mmdg
ENSG00000125851	PCSK2	20	17226107	17484578	5126	HGNC:8744	7	
ENSG00000106012	IQCE	7	2558972	2614733	23288	HGNC:29171	7	mmdg
ENSG00000248483	POU5F2	5	93733220	93741600	134187	HGNC:26367	8	
ENSG00000185940	KRTAP5-5	11	1629775	1630930	439915	HGNC:23601	2	
ENSG00000145864	GABRB2	5	161288429	161549044	2561	HGNC:4082	4	mmdg
ENSG00000129244	ATP1B2	17	7646627	7657770	482	HGNC:805	9	
ENSG00000270882	H4C14	1	149832657	149839767	8370	HGNC:4794	2	
ENSG00000064652	SNX24	5	122843439	123029354	28966	HGNC:21533	3	
ENSG00000165215	CLDN3	7	73768997	73770270	1365	HGNC:2045	9	
ENSG00000196418	ZNF124	1	247121975	247172020	7678	HGNC:12907	7	
ENSG00000160336	ZNF761	19	53431984	53461862	388561	HGNC:23179	9	
ENSG00000023909	GCLM	1	93885199	93909456	2730	HGNC:4312	10	cmdg
ENSG00000101812	H2BW2	X	104039956	104042454	286436	HGNC:27867	9	
ENSG00000160883	HK3	5	176880869	176899346	3101	HGNC:4925	6	
ENSG00000144369	FAM171B	2	186694060	186765959	165215	HGNC:29412	6	
ENSG00000180644	PRF1	10	70597348	70602759	5551	HGNC:9360	2	mmdg
ENSG00000139133	ALG10	12	34022468	34029694	84920	HGNC:23162	8	
ENSG00000147082	CCNB3	X	50202713	50351914	85417	HGNC:18709	4	
ENSG00000068078	FGFR3	4	1793293	1808872	2261	HGNC:3690	4	mmdg, non_mdg
ENSG00000128645	HOXD1	2	176188668	176190907	3231	HGNC:5132	1	
ENSG00000187474	FPR3	19	51795157	51826190	2359	HGNC:3828	8	
ENSG00000171595	DNAI2	17	74274234	74314884	64446	HGNC:18744	8	mmdg
ENSG00000071655	MBD3	19	1573596	1592865	53615	HGNC:6918	8	
ENSG00000225663	MCRIP1	17	81822361	81833302	348262	HGNC:28007	3	
ENSG00000183207	RUVBL2	19	48993562	49015970	10856	HGNC:10475	1	
ENSG00000068912	ERLEC1	2	53787009	53833038	27248	HGNC:25222	10	
ENSG00000140332	TLE3	15	70047790	70098176	7090	HGNC:11839	4	
ENSG00000070047	PHRF1	11	576470	612222	57661	HGNC:24351	7	
ENSG00000167535	CACNB3	12	48813794	48828941	784	HGNC:1403	3	
ENSG00000181751	MACIR	5	103258763	103278660	90355	HGNC:25052	1	
ENSG00000116731	PRDM2	1	13700188	13825079	7799	HGNC:9347	8	
ENSG00000179776	CDH5	16	66366690	66404784	1003	HGNC:1764	2	
ENSG00000000971	CFH	1	196651754	196752476	3075	HGNC:4883	8	cmdg, mmdg
ENSG00000125450	NUP85	17	75205659	75235758	79902	HGNC:8734	2	mmdg
ENSG00000181458	TMEM45A	3	100492619	100577444	55076	HGNC:25480	2	
ENSG00000143126	CELSR2	1	109249539	109275751	1952	HGNC:3231	2	
ENSG00000176083	ZNF683	1	26361634	26374522	257101	HGNC:28495	5	
ENSG00000198399	ITSN2	2	24202864	24360536	50618	HGNC:6184	2	
ENSG00000134444	RELCH	18	62187255	62310249	57614	HGNC:29289	8	
ENSG00000068885	IFT80	3	160256986	160399880	57560	HGNC:29262	7	mmdg
ENSG00000167721	TSR1	17	2322396	2336657	55720	HGNC:25542	10	
ENSG00000163807	KIAA1143	3	44737661	44761619	57456	HGNC:29198	3	
ENSG00000236424	TSPY10	Y	9527880	9530682	100289087	HGNC:37473	9	
ENSG00000204070	SYS1	20	45361937	45376798	90196	HGNC:16162	10	
ENSG00000198690	FAN1	15	30890559	30943108	22909	HGNC:29170	3	mmdg
ENSG00000187553	CYP26C1	10	93060798	93069540	340665	HGNC:20577	6	mmdg
ENSG00000133027	PEMT	17	17505563	17591708	10400	HGNC:8830	9	
ENSG00000198673	TAFA2	12	61708273	62279150	338811	HGNC:21589	2	
ENSG00000100312	ACR	22	50738196	50745339	49	HGNC:126	8	mmdg
ENSG00000196704	AMZ2	17	68205481	68257712	51321	HGNC:28041	1	
ENSG00000188306	LRRIQ4	3	169812870	169837773	344657	HGNC:34298	4	
ENSG00000174775	HRAS	11	532242	537321	3265	HGNC:5173	9	mmdg, non_mdg
ENSG00000155903	RASA2	3	141487027	141615344	5922	HGNC:9872	6	
ENSG00000174564	IL20RB	3	136946230	137011085	53833	HGNC:6004	4	
ENSG00000064012	CASP8	2	201233443	201361836	841	HGNC:1509	1	cmdg, mmdg, non_mdg
ENSG00000148341	SH3GLB2	9	129007036	129028331	56904	HGNC:10834	3	
ENSG00000182698	RESP18	2	219327407	219333177	389075	HGNC:33762	7	
ENSG00000139624	CERS5	12	50129289	50167533	91012	HGNC:23749	10	
ENSG00000240065	PSMB9	6	32844136	32859851	5698	HGNC:9546	9	mmdg
ENSG00000110723	EXPH5	11	108505435	108593768	23086	HGNC:30578	8	mmdg
ENSG00000172154	OR8I2	11	56093308	56094240	120586	HGNC:15310	10	
ENSG00000033030	ZCCHC8	12	122471600	122500932	55596	HGNC:25265	3	mmdg
ENSG00000130935	NOL11	17	67717931	67744531	25926	HGNC:24557	8	
ENSG00000144227	NXPH2	2	138669157	138780390	11249	HGNC:8076	7	
ENSG00000165714	BORCS5	12	12357078	12471233	118426	HGNC:17950	9	
ENSG00000166924	NYAP1	7	100483927	100494802	222950	HGNC:22009	1	
ENSG00000111450	STX2	12	130789600	130839254	2054	HGNC:3403	6	
ENSG00000125730	C3	19	6677704	6730562	718	HGNC:1318	6	cmdg, mmdg
ENSG00000122884	P4HA1	10	73007217	73096974	5033	HGNC:8546	1	
ENSG00000145002	FAM86B2	8	12424411	12436406	653333	HGNC:32222	3	
ENSG00000152661	GJA1	6	121435595	121449727	2697	HGNC:4274	3	mmdg
ENSG00000108861	DUSP3	17	43766125	43778977	1845	HGNC:3069	6	
ENSG00000151353	TMEM18	2	663877	677406	129787	HGNC:25257	8	
ENSG00000185716	MOSMO	16	22007638	22087534	730094	HGNC:27087	2	
ENSG00000100603	SNW1	14	77717599	77761207	22938	HGNC:16696	2	
ENSG00000148481	MINDY3	10	15778170	15860507	80013	HGNC:23578	9	
ENSG00000172568	FNDC9	5	157341598	157345677	408263	HGNC:33547	5	
ENSG00000119715	ESRRB	14	76310712	76501837	2103	HGNC:3473	10	mmdg
ENSG00000131379	C3orf20	3	14675141	14773036	84077	HGNC:25320	7	
ENSG00000125551	PLGLB2	2	87748087	87759476	5342	HGNC:9073	4	
ENSG00000180694	TMEM64	8	90621995	90791632	169200	HGNC:25441	5	
ENSG00000101871	MID1	X	10445310	10833654	4281	HGNC:7095	8	mmdg
ENSG00000181109	OR52P1	11	5726502	5727464	81248	HGNC:15232	2	
ENSG00000182473	EXOC7	17	76081016	76121576	23265	HGNC:23214	1	mmdg
ENSG00000258588	TRIM6-TRIM34	11	5596725	5644398	445372	HGNC:33440	8	
ENSG00000023171	GRAMD1B	11	123358428	123627774	57476	HGNC:29214	1	
ENSG00000179915	NRXN1	2	49918503	51225575	9378	HGNC:8008	3	cmdg, mmdg
ENSG00000136811	ODF2	9	128455186	128501292	4957	HGNC:8114	4	
ENSG00000107560	RAB11FIP2	10	118004916	118046941	22841	HGNC:29152	5	
ENSG00000284018	SSU72L5	11	4233217	4234287	196120	HGNC:43624	7	
ENSG00000283776	TAF11L13	5	17632088	17632684	112488747	HGNC:53856	3	
ENSG00000277149	TYW1B	7	72558744	72828200	441250	HGNC:33908	1	
ENSG00000132466	ANKRD17	4	73073376	73258798	26057	HGNC:23575	8	mmdg
ENSG00000204472	AIF1	6	31615217	31617021	199	HGNC:352	3	
ENSG00000075790	BCAP29	7	107580246	107629170	55973	HGNC:24131	5	
ENSG00000230601	TEX48	9	114666434	114682192	100505478	HGNC:52393	1	
ENSG00000170899	GSTA4	6	52977948	52995304	2941	HGNC:4629	2	
ENSG00000137098	SPAG8	9	35808045	35812272	26206	HGNC:14105	1	
ENSG00000130402	ACTN4	19	38647649	38731589	81	HGNC:166	9	mmdg
ENSG00000180096	SEPTIN1	16	30378135	30395991	1731	HGNC:2879	6	
ENSG00000117616	RSRP1	1	25242249	25338213	57035	HGNC:25234	1	
ENSG00000071082	RPL31	2	101002229	101024032	6160	HGNC:10334	1	
ENSG00000158769	F11R	1	160995211	161021175	50848	HGNC:14685	8	
ENSG00000276903	H2AC16	6	27865317	27865798	8332	HGNC:4730	6	
ENSG00000184344	GDF3	12	7689784	7695775	9573	HGNC:4218	2	mmdg
ENSG00000167483	NIBAN3	19	17523301	17553839	199786	HGNC:24130	6	
ENSG00000129910	CDH15	16	89171748	89195492	1013	HGNC:1754	9	mmdg
ENSG00000197992	CLEC9A	12	10030678	10066031	283420	HGNC:26705	9	
ENSG00000173535	TNFRSF10C	8	23102921	23117445	8794	HGNC:11906	4	
ENSG00000070061	ELP1	9	108866898	108934328	8518	HGNC:5959	1	cmdg, mmdg
ENSG00000197140	ADAM32	8	39106990	39284917	203102	HGNC:15479	8	
ENSG00000169862	CTNND2	5	10971836	11904446	1501	HGNC:2516	3	
ENSG00000147050	KDM6A	X	44873188	45112779	7403	HGNC:12637	5	mmdg
ENSG00000135587	SMPD2	6	109440724	109443919	6610	HGNC:11121	4	
ENSG00000187164	SHTN1	10	116881477	117126586	57698	HGNC:29319	3	
ENSG00000182224	CYB5D1	17	7857746	7862282	124637	HGNC:26516	3	
ENSG00000179761	PIPOX	17	28950513	29057216	51268	HGNC:17804	5	
ENSG00000164900	GBX1	7	151148009	151174745	2636	HGNC:4185	9	
ENSG00000152939	MARVELD2	5	69415065	69444330	153562	HGNC:26401	10	mmdg
ENSG00000101746	NOL4	18	33851100	34224952	8715	HGNC:7870	4	
ENSG00000154511	DIPK1A	1	92832737	92961522	388650	HGNC:32213	2	
ENSG00000180386	KRTAP9-7	17	41275698	41276207	100505724	HGNC:18915	6	
ENSG00000198967	OR10Z1	1	158605268	158612514	128368	HGNC:14996	7	
ENSG00000175745	NR2F1	5	93583222	93594611	7025	HGNC:7975	4	mmdg
ENSG00000280094	OR1B1	9	122628125	122657627	347169	HGNC:8181	2	
ENSG00000147202	DIAPH2	X	96684712	97604997	1730	HGNC:2877	4	mmdg
ENSG00000189134	NKAPL	6	28259297	28260958	222698	HGNC:21584	2	
ENSG00000228607	CLDN25	11	113779796	113780485	644672	HGNC:37218	8	
ENSG00000155761	SPAG17	1	117953590	118185228	200162	HGNC:26620	5	mmdg
ENSG00000157764	BRAF	7	140719327	140924929	673	HGNC:1097	4	mmdg, non_mdg
ENSG00000155366	RHOC	1	112701127	112707434	389	HGNC:669	7	
ENSG00000107566	ERLIN1	10	100150094	100186033	10613	HGNC:16947	7	mmdg
ENSG00000101098	RIMS4	20	44751808	44810546	140730	HGNC:16183	6	
ENSG00000116459	ATP5PB	1	111448864	111462773	515	HGNC:840	6	
ENSG00000111319	SCNN1A	12	6346843	6377730	6337	HGNC:10599	6	mmdg
ENSG00000115761	NOL10	2	10562347	10689987	79954	HGNC:25862	8	
ENSG00000108799	EZH1	17	42700275	42745049	2145	HGNC:3526	5	
ENSG00000106078	COBL	7	51016212	51316818	23242	HGNC:22199	4	
ENSG00000102409	BEX4	X	103215108	103217246	56271	HGNC:25475	4	
ENSG00000268221	OPN1MW	X	154182596	154196861	2652	HGNC:4206	6	mmdg
ENSG00000197467	COL13A1	10	69801880	69964275	1305	HGNC:2190	10	mmdg
ENSG00000117450	PRDX1	1	45510914	45542732	5052	HGNC:9352	8	mmdg
ENSG00000197444	OGDHL	10	49734641	49762379	55753	HGNC:25590	6	mmdg
ENSG00000204366	ZBTB12	6	31899613	31902086	221527	HGNC:19066	5	
ENSG00000134278	SPIRE1	18	12446512	12658107	56907	HGNC:30622	4	
ENSG00000134802	SLC43A3	11	57406954	57427580	29015	HGNC:17466	7	
ENSG00000086717	PPEF1	X	18675909	18827921	5475	HGNC:9243	9	
ENSG00000141485	SLC13A5	17	6684719	6713377	284111	HGNC:23089	5	mmdg
ENSG00000123091	RNF11	1	51236273	51273447	26994	HGNC:10056	10	
ENSG00000171135	JAGN1	3	9890574	9894349	84522	HGNC:26926	7	mmdg
ENSG00000184350	MRGPRE	11	3225030	3232417	116534	HGNC:30694	10	
ENSG00000175311	ANKS4B	16	21233699	21253850	257629	HGNC:26795	6	
ENSG00000025156	HSF2	6	122399551	122433119	3298	HGNC:5225	4	
ENSG00000285025	MIURF	22	39504231	39504443	127898561		4	
ENSG00000111011	RSRC2	12	122503454	122527000	65117	HGNC:30559	9	
ENSG00000044115	CTNNA1	5	138610967	138935034	1495	HGNC:2509	5	mmdg
ENSG00000170289	CNGB3	8	86553977	86743675	54714	HGNC:2153	7	mmdg
ENSG00000185519	FAM131C	1	16057769	16073651	348487	HGNC:26717	8	
ENSG00000148290	SURF1	9	133351758	133356676	6834	HGNC:11474	10	mmdg
ENSG00000258366	RTEL1	20	63657810	63696253	51750	HGNC:15888	9	mmdg
ENSG00000100678	SLC8A3	14	70044215	70189480	6547	HGNC:11070	1	
ENSG00000275954	TBC1D3F	17	36428618	36439566	84218	HGNC:18257	3	
ENSG00000169105	CHST14	15	40470984	40473158	113189	HGNC:24464	6	mmdg
ENSG00000085982	USP40	2	233475526	233566782	55230	HGNC:20069	7	
ENSG00000070031	SCT	11	626309	627181	6343	HGNC:10607	9	
ENSG00000126091	ST3GAL3	1	43705824	43931165	6487	HGNC:10866	8	mmdg
ENSG00000042832	TG	8	132866958	133134903	7038	HGNC:11764	1	cmdg, mmdg
ENSG00000166819	PLIN1	15	89664367	89679427	5346	HGNC:9076	8	mmdg
ENSG00000169607	CKAP2L	2	112736349	112764664	150468	HGNC:26877	3	mmdg
ENSG00000138378	STAT4	2	191029576	191151596	6775	HGNC:11365	1	cmdg, mmdg
ENSG00000186141	POLR3C	1	145824053	145844402	10623	HGNC:30076	2	
ENSG00000106682	EIF4H	7	74174231	74197122	7458	HGNC:12741	4	
ENSG00000187607	ZNF286A	17	15699577	15720787	57335	HGNC:13501	2	
ENSG00000163554	SPTA1	1	158610704	158686715	6708	HGNC:11272	8	mmdg
ENSG00000123572	NRK	X	105822539	105958610	203447	HGNC:25391	7	
ENSG00000269713	NBPF9	1	149052186	149103561	400818	HGNC:31991	6	
ENSG00000108679	LGALS3BP	17	78971238	78979947	3959	HGNC:6564	6	
ENSG00000173818	ENDOV	17	80415165	80438086	284131	HGNC:26640	6	
ENSG00000168672	LRATD2	8	126552443	126558478	157638	HGNC:24166	1	
ENSG00000108021	TASOR2	10	5684731	5763779	54906	HGNC:23484	1	
ENSG00000102104	RS1	X	18639688	18672108	6247	HGNC:10457	7	mmdg
ENSG00000186654	PRR5	22	44668547	44737681	55615	HGNC:31682	1	
ENSG00000224470	ATXN1L	16	71808439	71885268	342371	HGNC:33279	1	
ENSG00000124370	MCEE	2	71109684	71130239	84693	HGNC:16732	7	mmdg
ENSG00000227051	C14orf132	14	96039362	96093971	56967	HGNC:20346	8	
ENSG00000196475	GK2	4	79406361	79408228	2712	HGNC:4291	7	
ENSG00000072163	LIMS2	2	127638381	127681786	55679	HGNC:16084	3	mmdg
ENSG00000089248	ERP29	12	112013348	112023449	10961	HGNC:13799	5	
ENSG00000123353	ORMDL2	12	55818041	55821879	29095	HGNC:16037	3	
ENSG00000091732	ZC3HC1	7	130018287	130051451	51530	HGNC:29913	4	
ENSG00000138674	SEC31A	4	82818509	82901166	22872	HGNC:17052	10	mmdg
ENSG00000205784	ARRDC5	19	4890437	4902896	645432	HGNC:31407	5	
ENSG00000203952	CCDC160	X	134237047	134246842	347475	HGNC:37286	4	
ENSG00000183386	FHL3	1	37996770	38005606	2275	HGNC:3704	4	
ENSG00000164187	LMBRD2	5	36098407	36151887	92255	HGNC:25287	2	mmdg
ENSG00000068323	TFE3	X	49028726	49043410	7030	HGNC:11752	7	mmdg
ENSG00000146278	PNRC1	6	89080751	89085160	10957	HGNC:17278	2	
ENSG00000185220	PGBD2	1	248906196	248919946	267002	HGNC:19399	1	
ENSG00000154274	C4orf19	4	37453925	37623495	55286	HGNC:25618	4	
ENSG00000131127	ZNF141	4	337814	384868	7700	HGNC:12926	8	mmdg
ENSG00000127191	TRAF2	9	136881912	136926607	7186	HGNC:12032	1	
ENSG00000274749	KRTAP7-1	21	30829039	30829759	337878	HGNC:18934	10	
ENSG00000244623	OR2AE1	7	99876062	99877033	81392	HGNC:15087	8	
ENSG00000136750	GAD2	10	26216665	26304558	2572	HGNC:4093	1	
ENSG00000154310	TNIK	3	171058414	171460408	23043	HGNC:30765	6	mmdg
ENSG00000130713	EXOSC2	9	130693721	130707288	23404	HGNC:17097	1	mmdg
ENSG00000101773	RBBP8	18	22798261	23026488	5932	HGNC:9891	8	mmdg, non_mdg
ENSG00000140948	ZCCHC14	16	87406246	87493024	23174	HGNC:24134	1	
ENSG00000168454	TXNDC2	18	9885766	9889275	84203	HGNC:16470	4	
ENSG00000165406	MARCHF8	10	45454585	45594906	220972	HGNC:23356	8	
ENSG00000288709	F8A2	X	155382095	155383801	474383	HGNC:31849	5	
ENSG00000241973	PI4KA	22	20707691	20859417	5297	HGNC:8983	7	mmdg
ENSG00000196228	SULT1C3	2	108239968	108265351	442038	HGNC:33543	9	
ENSG00000015413	DPEP1	16	89613308	89638456	1800	HGNC:3002	5	
ENSG00000105499	PLA2G4C	19	48047843	48110817	8605	HGNC:9037	1	
ENSG00000174227	PIGG	4	499210	540200	54872	HGNC:25985	9	cmdg, mmdg
ENSG00000047188	YTHDC2	5	113513694	113595285	64848	HGNC:24721	9	
ENSG00000108848	LUC7L3	17	50719565	50756219	51747	HGNC:24309	1	
ENSG00000283247	CCDC201	7	45859994	45873082	114515518	HGNC:54081	10	
ENSG00000197272	IL27	16	28499362	28512051	246778	HGNC:19157	9	
ENSG00000169230	PRELID1	5	177303799	177306949	27166	HGNC:30255	2	
ENSG00000121361	KCNJ8	12	21764955	21775600	3764	HGNC:6269	7	
ENSG00000123643	SLC36A1	5	151437046	151492379	206358	HGNC:18761	6	
ENSG00000144834	TAGLN3	3	111998739	112013887	29114	HGNC:29868	2	
ENSG00000172890	NADSYN1	11	71453109	71524107	55191	HGNC:29832	7	mmdg
ENSG00000141338	ABCA8	17	68867289	68955392	10351	HGNC:38	4	
ENSG00000109133	TMEM33	4	41935129	41960803	55161	HGNC:25541	8	
ENSG00000140093	SERPINA10	14	94280460	94293268	51156	HGNC:15996	6	
ENSG00000186827	TNFRSF4	1	1211326	1214153	7293	HGNC:11918	2	mmdg
ENSG00000183598	H3C13	1	149813225	149813693	653604	HGNC:25311	1	
ENSG00000124103	FAM209A	20	56517187	56526152	200232	HGNC:16100	8	
ENSG00000116667	C1orf21	1	184387029	184629019	81563	HGNC:15494	1	
ENSG00000188042	ARL4C	2	234493041	234497081	10123	HGNC:698	10	
ENSG00000119950	MXI1	10	110207605	110287365	4601	HGNC:7534	3	non_mdg
ENSG00000004838	ZMYND10	3	50341110	50345732	51364	HGNC:19412	3	mmdg
ENSG00000165675	ENOX2	X	130622325	130903234	10495	HGNC:2259	7	
ENSG00000136143	SUCLA2	13	47745736	48037968	8803	HGNC:11448	4	mmdg
ENSG00000048462	TNFRSF17	16	11965210	11968068	608	HGNC:11913	8	
ENSG00000110987	BCL7A	12	122019422	122062044	605	HGNC:1004	3	
ENSG00000205858	LRRC72	7	16526825	16581568	100506049	HGNC:42972	6	
ENSG00000250641	LY6G6F-LY6G6D	6	31706904	31717918	110599563	HGNC:38821	2	
ENSG00000156587	UBE2L6	11	57551656	57568284	9246	HGNC:12490	2	
ENSG00000151914	DST	6	56457987	56954830	667	HGNC:1090	6	mmdg
ENSG00000120647	CCDC77	12	389273	442642	84318	HGNC:28203	7	
ENSG00000140600	SH3GL3	15	83447228	83618743	6457	HGNC:10832	3	
ENSG00000148735	PLEKHS1	10	113751262	113783429	79949	HGNC:26285	5	
ENSG00000133657	ATP13A3	3	194402672	194498364	79572	HGNC:24113	7	mmdg
ENSG00000129465	RIPK3	14	24336025	24340022	11035	HGNC:10021	4	
ENSG00000129474	AJUBA	14	22971177	22982551	84962	HGNC:20250	5	
ENSG00000132821	VSTM2L	20	37903111	37945350	128434	HGNC:16096	4	
ENSG00000149182	ARFGAP2	11	47164299	47177125	84364	HGNC:13504	9	
ENSG00000160305	DIP2A	21	46458891	46570015	23181	HGNC:17217	4	
ENSG00000124249	KCNK15	20	44745865	44752313	60598	HGNC:13814	5	
ENSG00000039600	SOX30	5	157625679	157671480	11063	HGNC:30635	7	
ENSG00000165704	HPRT1	X	134460165	134520513	3251	HGNC:5157	3	mmdg
ENSG00000154928	EPHB1	3	134795260	135260467	2047	HGNC:3392	10	
ENSG00000185565	LSAMP	3	115802374	117139389	4045	HGNC:6705	7	
ENSG00000114656	CFAP92	3	128909866	129002690	57501	HGNC:29231	8	
ENSG00000118162	KPTN	19	47475150	47484265	11133	HGNC:6404	1	mmdg
ENSG00000120054	CPN1	10	100042193	100081869	1369	HGNC:2312	6	mmdg
ENSG00000197938	OR5H2	3	98282505	98284070	79310	HGNC:14752	6	
ENSG00000161955	TNFSF13	17	7558292	7561608	8741	HGNC:11928	10	
ENSG00000027847	B4GALT7	5	177600132	177610330	11285	HGNC:930	6	mmdg
ENSG00000103257	SLC7A5	16	87830023	87869507	8140	HGNC:11063	3	
ENSG00000136379	ABHD17C	15	80679684	80755621	58489	HGNC:26925	4	
ENSG00000131652	THOC6	16	3024027	3027755	79228	HGNC:28369	3	mmdg
ENSG00000149948	HMGA2	12	65824460	65966291	8091	HGNC:5009	5	mmdg
ENSG00000173320	STOX2	4	183797692	184023526	56977	HGNC:25450	1	
ENSG00000178342	KCNG2	18	79797938	79900184	26251	HGNC:6249	6	
ENSG00000182362	YBEY	21	46286342	46297751	54059	HGNC:1299	2	
